1	0
2	15
3	17
4	18
5	20
6	21
7	22
8	23
9	24
10	25
11	25
12	26
13	26
14	26
15	27
16	27
17	27
18	28
19	28
20	28
21	29
22	29
23	29
24	30
25	30
26	30
27	31
28	31
29	32
30	32
31	32
32	33
33	33
34	34
35	34
36	34
37	35
38	35
39	36
40	36
41	36
42	37
43	37
44	38
45	38
46	38
47	39
48	39
49	40
50	40
51	40
52	40
53	41
54	41
55	41
56	41
57	41
58	42
59	42
60	42
61	42
62	42
63	43
64	43
65	43
66	43
67	43
68	44
69	44
70	44
71	44
72	44
73	44
74	45
75	45
76	45
77	45
78	46
79	46
80	46
81	46
82	46
83	47
84	47
85	47
86	47
87	47
88	48
89	48
90	48
91	48
92	48
93	49
94	49
95	49
96	49
97	49
98	50
99	50
100	50
101	50
102	50
103	50
104	50
105	50
106	50
107	50
108	51
109	51
110	51
111	51
112	51
113	51
114	51
115	51
116	51
117	51
118	51
119	51
120	51
121	51
122	51
123	52
124	52
125	52
126	52
127	52
128	52
129	52
130	52
131	52
132	52
133	52
134	52
135	52
136	52
137	52
138	53
139	53
140	53
141	53
142	53
143	53
144	53
145	53
146	53
147	53
148	53
149	53
150	53
151	53
152	53
153	54
154	54
155	54
156	54
157	54
158	54
159	54
160	54
161	54
162	54
163	54
164	54
165	54
166	54
167	54
168	55
169	55
170	55
171	55
172	55
173	55
174	55
175	55
176	55
177	55
178	55
179	55
180	55
181	55
182	55
183	56
184	56
185	56
186	56
187	56
188	56
189	56
190	56
191	56
192	56
193	56
194	56
195	56
196	56
197	56
198	57
199	57
200	57
201	57
202	57
203	57
204	57
205	57
206	57
207	57
208	57
209	57
210	57
211	57
212	57
213	58
214	58
215	58
216	58
217	58
218	58
219	58
220	58
221	58
222	58
223	58
224	58
225	58
226	58
227	58
228	59
229	59
230	59
231	59
232	59
233	59
234	59
235	59
236	59
237	59
238	59
239	59
240	59
241	59
242	59
243	59
244	59
245	59
246	59
247	59
248	59
249	59
250	60
